original_sentence1,original_sentence2,processed_sentence1,processed_sentence2,label,char_count,word_count,sentence_count,avg_word_length,punct_count,punct_ratio,upper_count,upper_ratio,digit_count,digit_ratio,special_count,special_ratio,word_diversity,stopword_ratio,s2_char_count,s2_word_count,s2_sentence_count,s2_avg_word_length,s2_punct_count,s2_punct_ratio,s2_upper_count,s2_upper_ratio,s2_digit_count,s2_digit_ratio,s2_special_count,s2_special_ratio,s2_word_diversity,s2_stopword_ratio,cross_length_ratio,cross_length_diff,cross_word_ratio,cross_word_diff,cross_jaccard_similarity,cross_word_overlap_ratio,cross_char_2gram_overlap,cross_char_3gram_overlap,cross_char_4gram_overlap
A dog chasing a ball indoors.,A dog is player catch with his owner.,a dog chasing a ball indoors.,a dog is player catch with his owner.,0,29,6,1,4.0,1,0.034482758620689655,0,0.0,0,0.0,1,0.034482758620689655,0.8333333333333334,0.3333333333333333,37.0,8.0,1.0,3.75,1.0,0.02702702702702703,0.0,0.0,0.0,0.0,1.0,0.02702702702702703,1.0,0.5,0.7837837837837838,8.0,0.75,2.0,0.18181818181818182,0.25,0.16666666666666666,0.07017543859649122,0.05263157894736842
A young lady in her early twenties is sweeping the floor of her kitchen and smiling at the camera.,The lady is planting daisies in her yard.,a young lady in her early twenties is sweeping the floor of her kitchen and smiling at the camera.,the lady is planting daisies in her yard.,0,98,19,1,4.2105263157894735,1,0.01020408163265306,0,0.0,0,0.0,1,0.01020408163265306,0.8947368421052632,0.5263157894736842,41.0,8.0,1.0,4.25,1.0,0.024390243902439025,0.0,0.0,0.0,0.0,1.0,0.024390243902439025,1.0,0.5,2.3902439024390243,57.0,2.375,11.0,0.25,0.29411764705882354,0.31645569620253167,0.2,0.12280701754385964
A group of people all dressed up marching along the road playing instruments and holding flags and other props.,A group of people are making noise.,a group of people all dressed up marching along the road playing instruments and holding flags and other props.,a group of people are making noise.,1,111,19,1,4.894736842105263,1,0.009009009009009009,0,0.0,0,0.0,1,0.009009009009009009,0.9473684210526315,0.42105263157894735,35.0,7.0,1.0,4.142857142857143,1.0,0.02857142857142857,0.0,0.0,0.0,0.0,1.0,0.02857142857142857,1.0,0.42857142857142855,3.1714285714285713,76.0,2.7142857142857144,12.0,0.19047619047619047,0.2222222222222222,0.3058823529411765,0.18181818181818182,0.1440677966101695
Line of military men jumping out of a plan with parachutes.,Men doing what they love,line of military men jumping out of a plan with parachutes.,men doing what they love,0,59,11,1,4.454545454545454,1,0.01694915254237288,0,0.0,0,0.0,1,0.01694915254237288,0.9090909090909091,0.45454545454545453,24.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,2.4583333333333335,35.0,2.2,6.0,0.07142857142857142,0.1,0.1694915254237288,0.0547945205479452,0.02702702702702703
Older woman with a microphone in her right hand and a piece of paper in her left standing in front of a younger female cellist.,The older woman is teaching the younger woman.,older woman with a microphone in her right hand and a piece of paper in her left standing in front of a younger female cellist.,the older woman is teaching the younger woman.,0,127,25,1,4.12,1,0.007874015748031496,0,0.0,0,0.0,1,0.007874015748031496,0.76,0.48,46.0,8.0,1.0,4.875,1.0,0.021739130434782608,0.0,0.0,0.0,0.0,1.0,0.021739130434782608,0.875,0.375,2.760869565217391,81.0,3.125,17.0,0.13043478260869565,0.15789473684210525,0.28735632183908044,0.15447154471544716,0.11764705882352941
Five young women sitting on a green bench wearing headbands with feathers in them.,A group of adorned women are awaiting their dance performance sitting on a green bench.,five young women sitting on a green bench wearing headbands with feathers in them.,a group of adorned women are awaiting their dance performance sitting on a green bench.,0,82,14,1,4.928571428571429,1,0.012195121951219513,0,0.0,0,0.0,1,0.012195121951219513,1.0,0.2857142857142857,87.0,15.0,1.0,4.866666666666666,1.0,0.011494252873563218,0.0,0.0,0.0,0.0,1.0,0.011494252873563218,0.9333333333333333,0.4,0.9425287356321839,5.0,0.9333333333333333,1.0,0.21739130434782608,0.35714285714285715,0.4069767441860465,0.2396694214876033,0.2076923076923077
Women in blue leotards hugging each other during some sort of sporting event.,The women are in a sport event.,women in blue leotards hugging each other during some sort of sporting event.,the women are in a sport event.,1,77,13,1,5.0,1,0.012987012987012988,0,0.0,0,0.0,1,0.012987012987012988,1.0,0.46153846153846156,31.0,7.0,1.0,3.5714285714285716,1.0,0.03225806451612903,0.0,0.0,0.0,0.0,1.0,0.03225806451612903,1.0,0.5714285714285714,2.4838709677419355,46.0,1.8571428571428572,6.0,0.17647058823529413,0.23076923076923078,0.36666666666666664,0.21794871794871795,0.13793103448275862
"Three men; one pedaling while playing drums, one playing piano and one both pedaling and steering, move a type of mobile band down a street.",Three men are trying to attract a crowd and take them to a bar where they will be playing later,"three men; one pedaling while playing drums, one playing piano and one both pedaling and steering, move a type of mobile band down a street.",three men are trying to attract a crowd and take them to a bar where they will be playing later,0,140,25,1,4.64,4,0.02857142857142857,0,0.0,0,0.0,4,0.02857142857142857,0.76,0.32,95.0,20.0,1.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.55,1.4736842105263157,45.0,1.25,5.0,0.12121212121212122,0.21052631578947367,0.3235294117647059,0.14556962025316456,0.08196721311475409
A hiker looks towards a snow top on a mountain.,There is snow on the mountain.,a hiker looks towards a snow top on a mountain.,there is snow on the mountain.,1,47,10,1,3.8,1,0.02127659574468085,0,0.0,0,0.0,1,0.02127659574468085,0.8,0.4,30.0,6.0,1.0,4.166666666666667,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,1.0,0.03333333333333333,1.0,0.6666666666666666,1.5666666666666667,17.0,1.6666666666666667,4.0,0.2727272727272727,0.375,0.4444444444444444,0.25,0.18333333333333332
A man inspects the uniform of a figure in some East Asian country.,The man is doing military inspections,a man inspects the uniform of a figure in some east asian country.,the man is doing military inspections,0,66,13,1,4.153846153846154,1,0.015151515151515152,0,0.0,0,0.0,1,0.015151515151515152,0.9230769230769231,0.46153846153846156,37.0,6.0,1.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.7837837837837838,29.0,2.1666666666666665,7.0,0.125,0.16666666666666666,0.22857142857142856,0.1411764705882353,0.10227272727272728
A dog is running through high grass with a woman wearing red in the background.,a woman in pink holds her cat,a dog is running through high grass with a woman wearing red in the background.,a woman in pink holds her cat,0,79,15,1,4.333333333333333,1,0.012658227848101266,0,0.0,0,0.0,1,0.012658227848101266,0.9333333333333333,0.4666666666666667,29.0,7.0,1.0,3.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,2.7241379310344827,50.0,2.142857142857143,8.0,0.16666666666666666,0.21428571428571427,0.17391304347826086,0.08791208791208792,0.06315789473684211
A man wearing a light tan short-sleeve top in a hat chopping a piece of hard green fruit with an big knife outside on a tree stump.,a man chopping a pieces of fruit,a man wearing a light tan short-sleeve top in a hat chopping a piece of hard green fruit with an big knife outside on a tree stump.,a man chopping a pieces of fruit,1,131,27,1,3.888888888888889,2,0.015267175572519083,0,0.0,0,0.0,2,0.015267175572519083,0.8518518518518519,0.37037037037037035,32.0,7.0,1.0,3.7142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.42857142857142855,4.09375,99.0,3.857142857142857,20.0,0.20833333333333334,0.21739130434782608,0.30337078651685395,0.2066115702479339,0.1590909090909091
"This room is very unique, and is mysterious.",the room is unique,"this room is very unique, and is mysterious.",the room is unique,1,44,8,1,4.625,2,0.045454545454545456,0,0.0,0,0.0,2,0.045454545454545456,0.875,0.625,18.0,4.0,1.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.4444444444444446,26.0,2.0,4.0,0.2222222222222222,0.2857142857142857,0.38461538461538464,0.27906976744186046,0.2222222222222222
a small boy looks out over a body of water.,The boy is pondering.,a small boy looks out over a body of water.,the boy is pondering.,1,43,10,1,3.4,1,0.023255813953488372,0,0.0,0,0.0,1,0.023255813953488372,0.9,0.5,21.0,4.0,1.0,4.5,1.0,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,1.0,0.5,2.0476190476190474,22.0,2.5,6.0,0.08333333333333333,0.1111111111111111,0.12244897959183673,0.05357142857142857,0.03571428571428571
Little girl lying in many colored plastic balls.,A little girl is buried in colored plastic balls.,little girl lying in many colored plastic balls.,a little girl is buried in colored plastic balls.,1,48,8,1,5.125,1,0.020833333333333332,0,0.0,0,0.0,1,0.020833333333333332,1.0,0.125,49.0,9.0,1.0,4.555555555555555,1.0,0.02040816326530612,0.0,0.0,0.0,0.0,1.0,0.02040816326530612,1.0,0.3333333333333333,0.9795918367346939,1.0,0.8888888888888888,1.0,0.5454545454545454,0.6666666666666666,0.6981132075471698,0.559322033898305,0.4918032786885246
A rugby team gives chase as the man in possession punts the ball.,This is the championship game.,a rugby team gives chase as the man in possession punts the ball.,this is the championship game.,0,65,13,1,4.076923076923077,1,0.015384615384615385,0,0.0,0,0.0,1,0.015384615384615385,0.9230769230769231,0.38461538461538464,30.0,5.0,1.0,5.2,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,1.0,0.03333333333333333,1.0,0.6,2.1666666666666665,35.0,2.6,8.0,0.0625,0.08333333333333333,0.21666666666666667,0.08974358974358974,0.04878048780487805
Two men in white roll what appears to be bread or cakes.,Two males are are preparing to bake.,two men in white roll what appears to be bread or cakes.,two males are are preparing to bake.,1,56,12,1,3.75,1,0.017857142857142856,0,0.0,0,0.0,1,0.017857142857142856,1.0,0.4166666666666667,36.0,7.0,1.0,4.285714285714286,1.0,0.027777777777777776,0.0,0.0,0.0,0.0,1.0,0.027777777777777776,0.8571428571428571,0.42857142857142855,1.5555555555555556,20.0,1.7142857142857142,5.0,0.125,0.16666666666666666,0.26666666666666666,0.09090909090909091,0.05
Many young boys and girls in a classroom leaning on each other in a line and smiling.,The classroom is empty.,many young boys and girls in a classroom leaning on each other in a line and smiling.,the classroom is empty.,0,85,17,1,4.0588235294117645,1,0.011764705882352941,0,0.0,0,0.0,1,0.011764705882352941,0.8235294117647058,0.5294117647058824,23.0,4.0,1.0,5.0,1.0,0.043478260869565216,0.0,0.0,0.0,0.0,1.0,0.043478260869565216,1.0,0.5,3.6956521739130435,62.0,4.25,13.0,0.058823529411764705,0.07142857142857142,0.24242424242424243,0.11904761904761904,0.0898876404494382
A football player calling a time out.,there is someone playing sports,a football player calling a time out.,there is someone playing sports,1,37,7,1,4.428571428571429,1,0.02702702702702703,0,0.0,0,0.0,1,0.02702702702702703,0.8571428571428571,0.2857142857142857,31.0,5.0,1.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,1.1935483870967742,6.0,1.4,2.0,0.0,0.0,0.19607843137254902,0.08620689655172414,0.05084745762711865
"Little chinese food stand on a dark street, with what looks like potential customer.",An international street food festival in the evening.,"little chinese food stand on a dark street, with what looks like potential customer.",an international street food festival in the evening.,0,84,14,1,5.071428571428571,2,0.023809523809523808,0,0.0,0,0.0,2,0.023809523809523808,1.0,0.2857142857142857,53.0,8.0,1.0,5.75,1.0,0.018867924528301886,0.0,0.0,0.0,0.0,1.0,0.018867924528301886,1.0,0.375,1.5849056603773586,31.0,1.75,6.0,0.047619047619047616,0.07142857142857142,0.313953488372093,0.08333333333333333,0.056451612903225805
A busy city square in an asian country.,There are lots of people in the square.,a busy city square in an asian country.,there are lots of people in the square.,1,39,8,1,4.0,1,0.02564102564102564,0,0.0,0,0.0,1,0.02564102564102564,1.0,0.375,39.0,8.0,1.0,4.0,1.0,0.02564102564102564,0.0,0.0,0.0,0.0,1.0,0.02564102564102564,1.0,0.625,1.0,0.0,1.0,0.0,0.06666666666666667,0.125,0.21568627450980393,0.15,0.1076923076923077
A bicyclist doing a jump.,The bicyclist is in the air.,a bicyclist doing a jump.,the bicyclist is in the air.,1,25,5,1,4.2,1,0.04,0,0.0,0,0.0,1,0.04,0.8,0.6,28.0,6.0,1.0,3.8333333333333335,1.0,0.03571428571428571,0.0,0.0,0.0,0.0,1.0,0.03571428571428571,0.8333333333333334,0.6666666666666666,0.8928571428571429,3.0,0.8333333333333334,1.0,0.125,0.2,0.36363636363636365,0.23684210526315788,0.21052631578947367
A man using his laptop in a lounge area with two other guys.,A man in a coffee shop.,a man using his laptop in a lounge area with two other guys.,a man in a coffee shop.,0,60,13,1,3.6923076923076925,1,0.016666666666666666,0,0.0,0,0.0,1,0.016666666666666666,0.9230769230769231,0.46153846153846156,23.0,6.0,1.0,3.0,1.0,0.043478260869565216,0.0,0.0,0.0,0.0,1.0,0.043478260869565216,0.8333333333333334,0.5,2.608695652173913,37.0,2.1666666666666665,7.0,0.21428571428571427,0.25,0.16393442622950818,0.11267605633802817,0.08450704225352113
A man and a skateboard on top of a barrel.,A man is standing on a skateboard.,a man and a skateboard on top of a barrel.,a man is standing on a skateboard.,0,42,10,1,3.3,1,0.023809523809523808,0,0.0,0,0.0,1,0.023809523809523808,0.8,0.6,34.0,7.0,1.0,4.0,1.0,0.029411764705882353,0.0,0.0,0.0,0.0,1.0,0.029411764705882353,0.8571428571428571,0.5714285714285714,1.2352941176470589,8.0,1.4285714285714286,3.0,0.2727272727272727,0.375,0.4523809523809524,0.36538461538461536,0.25
Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.,Several Asian men and women are sitting.,several asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.,several asian men and women are sitting.,0,110,20,1,4.55,1,0.00909090909090909,0,0.0,0,0.0,1,0.00909090909090909,1.0,0.45,40.0,7.0,1.0,4.857142857142857,1.0,0.025,0.0,0.0,0.0,0.0,1.0,0.025,1.0,0.2857142857142857,2.75,70.0,2.857142857142857,13.0,0.2857142857142857,0.3,0.3815789473684211,0.30612244897959184,0.2761904761904762
Construction workers lay tile in a doorway.,Perople are working on a structure.,construction workers lay tile in a doorway.,perople are working on a structure.,1,43,7,1,5.285714285714286,1,0.023255813953488372,0,0.0,0,0.0,1,0.023255813953488372,1.0,0.2857142857142857,35.0,6.0,1.0,5.0,1.0,0.02857142857142857,0.0,0.0,0.0,0.0,1.0,0.02857142857142857,1.0,0.5,1.2285714285714286,8.0,1.1666666666666667,1.0,0.08333333333333333,0.14285714285714285,0.3333333333333333,0.1746031746031746,0.09090909090909091
An Asian band in a parade with a female band majorette.,the male majorette of the indian band plays the flute.,an asian band in a parade with a female band majorette.,the male majorette of the indian band plays the flute.,0,55,11,1,4.090909090909091,1,0.01818181818181818,0,0.0,0,0.0,1,0.01818181818181818,0.8181818181818182,0.45454545454545453,54.0,10.0,1.0,4.5,1.0,0.018518518518518517,0.0,0.0,0.0,0.0,1.0,0.018518518518518517,0.8,0.4,1.0185185185185186,1.0,1.1,1.0,0.0625,0.1111111111111111,0.46296296296296297,0.28169014084507044,0.18518518518518517
Old men stand on the street.,The men are wearing parkas.,old men stand on the street.,the men are wearing parkas.,0,28,6,1,3.8333333333333335,1,0.03571428571428571,0,0.0,0,0.0,1,0.03571428571428571,1.0,0.3333333333333333,27.0,5.0,1.0,4.6,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,1.0,0.4,1.037037037037037,1.0,1.2,1.0,0.2222222222222222,0.3333333333333333,0.21052631578947367,0.1111111111111111,0.06521739130434782
two dogs play together.,Two dogs are sitting still.,two dogs play together.,two dogs are sitting still.,0,23,4,1,5.0,1,0.043478260869565216,0,0.0,0,0.0,1,0.043478260869565216,1.0,0.0,27.0,5.0,1.0,4.6,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,1.0,0.2,0.8518518518518519,4.0,0.8,1.0,0.2857142857142857,0.4,0.21621621621621623,0.1794871794871795,0.15789473684210525
"Four males, two in white uniforms the other two in black uniforms are hovering around the African American male who has just jumped in the air to make his shot with the basketball.",Some boys are attempting to ride bikes.,"four males, two in white uniforms the other two in black uniforms are hovering around the african american male who has just jumped in the air to make his shot with the basketball.",some boys are attempting to ride bikes.,0,180,33,1,4.484848484848484,2,0.011111111111111112,0,0.0,0,0.0,2,0.011111111111111112,0.7878787878787878,0.45454545454545453,39.0,7.0,1.0,4.714285714285714,1.0,0.02564102564102564,0.0,0.0,0.0,0.0,1.0,0.02564102564102564,1.0,0.42857142857142855,4.615384615384615,141.0,4.714285714285714,26.0,0.06451612903225806,0.07692307692307693,0.16981132075471697,0.06134969325153374,0.0273224043715847
A man riding on the back of a trash truck.,The man can smell garbage from the vehicle.,a man riding on the back of a trash truck.,the man can smell garbage from the vehicle.,1,42,10,1,3.3,1,0.023809523809523808,0,0.0,0,0.0,1,0.023809523809523808,0.9,0.5,43.0,8.0,1.0,4.5,1.0,0.023255813953488372,0.0,0.0,0.0,0.0,1.0,0.023255813953488372,0.875,0.5,0.9767441860465116,1.0,1.25,2.0,0.14285714285714285,0.2222222222222222,0.14754098360655737,0.08450704225352113,0.05405405405405406
A man in all bright blue against a subway sign in new york city.,A man was wearing bright blue clothing.,a man in all bright blue against a subway sign in new york city.,a man was wearing bright blue clothing.,1,64,14,1,3.642857142857143,1,0.015625,0,0.0,0,0.0,1,0.015625,0.8571428571428571,0.42857142857142855,39.0,7.0,1.0,4.714285714285714,1.0,0.02564102564102564,0.0,0.0,0.0,0.0,1.0,0.02564102564102564,1.0,0.2857142857142857,1.641025641025641,25.0,2.0,7.0,0.26666666666666666,0.3333333333333333,0.296875,0.1875,0.15853658536585366
Two kids with helmets on sitting outside while one looks down and the other straight ahead.,A couple of kids are hanging out outside waiting for their friend.,two kids with helmets on sitting outside while one looks down and the other straight ahead.,a couple of kids are hanging out outside waiting for their friend.,1,91,16,1,4.75,1,0.01098901098901099,0,0.0,0,0.0,1,0.01098901098901099,1.0,0.4375,66.0,12.0,1.0,4.583333333333333,1.0,0.015151515151515152,0.0,0.0,0.0,0.0,1.0,0.015151515151515152,1.0,0.5,1.378787878787879,25.0,1.3333333333333333,4.0,0.07692307692307693,0.125,0.33707865168539325,0.15873015873015872,0.12030075187969924
A woman is using a machine and is smiling.,A human smiling,a woman is using a machine and is smiling.,a human smiling,1,42,9,1,3.7777777777777777,1,0.023809523809523808,0,0.0,0,0.0,1,0.023809523809523808,0.7777777777777778,0.5555555555555556,15.0,3.0,1.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,2.8,27.0,3.0,6.0,0.1111111111111111,0.14285714285714285,0.3235294117647059,0.19047619047619047,0.13636363636363635
A dark-haired male and blond-haired female dancing with others in a large room.,The man and woman are dating.,a dark-haired male and blond-haired female dancing with others in a large room.,the man and woman are dating.,0,79,13,1,5.153846153846154,3,0.0379746835443038,0,0.0,0,0.0,3,0.0379746835443038,0.9230769230769231,0.38461538461538464,29.0,6.0,1.0,4.0,1.0,0.034482758620689655,0.0,0.0,0.0,0.0,1.0,0.034482758620689655,1.0,0.5,2.7241379310344827,50.0,2.1666666666666665,7.0,0.058823529411764705,0.08333333333333333,0.3,0.10975609756097561,0.03333333333333333
"Two females are running up a dirt hill, while three men walk down.",There is mud on the ground.,"two females are running up a dirt hill, while three men walk down.",there is mud on the ground.,0,66,13,1,4.153846153846154,2,0.030303030303030304,0,0.0,0,0.0,2,0.030303030303030304,1.0,0.3076923076923077,27.0,6.0,1.0,3.6666666666666665,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,1.0,0.6666666666666666,2.4444444444444446,39.0,2.1666666666666665,7.0,0.0,0.0,0.11428571428571428,0.023529411764705882,0.0
Construction workers stand on metal poles in a city.,The contruction workers are standing and wearing hard hats,construction workers stand on metal poles in a city.,the contruction workers are standing and wearing hard hats,0,52,9,1,4.888888888888889,1,0.019230769230769232,0,0.0,0,0.0,1,0.019230769230769232,1.0,0.3333333333333333,58.0,9.0,1.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.896551724137931,6.0,1.0,0.0,0.058823529411764705,0.1111111111111111,0.4262295081967213,0.2625,0.21176470588235294
A group of men is celebrating at a beer festival.,The men are at Oktoberfest.,a group of men is celebrating at a beer festival.,the men are at oktoberfest.,0,49,10,1,4.0,1,0.02040816326530612,0,0.0,0,0.0,1,0.02040816326530612,0.9,0.5,27.0,5.0,1.0,4.6,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,1.0,0.6,1.8148148148148149,22.0,2.0,5.0,0.16666666666666666,0.2222222222222222,0.23636363636363636,0.1076923076923077,0.06060606060606061
"Many men, with black bags over their head and no shoes are being lead to a specific destination.",A group of people with black bags covering their head are being taken to a different area.,"many men, with black bags over their head and no shoes are being lead to a specific destination.",a group of people with black bags covering their head are being taken to a different area.,1,96,18,1,4.388888888888889,2,0.020833333333333332,0,0.0,0,0.0,2,0.020833333333333332,1.0,0.5,90.0,17.0,1.0,4.352941176470588,1.0,0.011111111111111112,0.0,0.0,0.0,0.0,1.0,0.011111111111111112,0.9411764705882353,0.47058823529411764,1.0666666666666667,6.0,1.0588235294117647,1.0,0.36,0.5,0.44,0.30597014925373134,0.2571428571428571
Woman with a brown headscarf sewing.,The woman with the brown headscarf sewing and singing.,woman with a brown headscarf sewing.,the woman with the brown headscarf sewing and singing.,0,36,6,1,5.166666666666667,1,0.027777777777777776,0,0.0,0,0.0,1,0.027777777777777776,1.0,0.3333333333333333,54.0,9.0,1.0,5.111111111111111,1.0,0.018518518518518517,0.0,0.0,0.0,0.0,1.0,0.018518518518518517,0.8888888888888888,0.4444444444444444,0.6666666666666666,18.0,0.6666666666666666,3.0,0.4,0.5,0.8,0.6078431372549019,0.5370370370370371
A crowd of people sit on a grassy hillside watching three young girls dance in festive red and blue costumes.,The people are outside,a crowd of people sit on a grassy hillside watching three young girls dance in festive red and blue costumes.,the people are outside,1,109,20,1,4.5,1,0.009174311926605505,0,0.0,0,0.0,1,0.009174311926605505,0.95,0.3,22.0,4.0,1.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,4.954545454545454,87.0,5.0,16.0,0.045454545454545456,0.05263157894736842,0.16853932584269662,0.06779661016949153,0.05042016806722689
Television cameras set up to record an even at a theater.,There are no cameras available at the theater.,television cameras set up to record an even at a theater.,there are no cameras available at the theater.,0,57,11,1,4.2727272727272725,1,0.017543859649122806,0,0.0,0,0.0,1,0.017543859649122806,1.0,0.45454545454545453,46.0,8.0,1.0,4.875,1.0,0.021739130434782608,0.0,0.0,0.0,0.0,1.0,0.021739130434782608,1.0,0.625,1.2391304347826086,11.0,1.375,3.0,0.1875,0.2727272727272727,0.3508771929824561,0.20512820512820512,0.1566265060240964
A waitress in a black T-shirt and black shorts at Cafe Mambo serves a tray of beverages to a seated customer in a red tank top and black bandanna.,A waitress is taking orders from a group of bikers dress in black leathers jackets with red writings on it,a waitress in a black t-shirt and black shorts at cafe mambo serves a tray of beverages to a seated customer in a red tank top and black bandanna.,a waitress is taking orders from a group of bikers dress in black leathers jackets with red writings on it,0,146,29,1,4.068965517241379,2,0.0136986301369863,0,0.0,0,0.0,2,0.0136986301369863,0.7241379310344828,0.41379310344827586,106.0,20.0,1.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.45,1.3773584905660377,40.0,1.45,9.0,0.17647058823529413,0.2857142857142857,0.3017241379310345,0.15300546448087432,0.09178743961352658
A baby is pulling the cat by the tail.,a baby is holding the tail of a cat.,a baby is pulling the cat by the tail.,a baby is holding the tail of a cat.,0,38,9,1,3.3333333333333335,1,0.02631578947368421,0,0.0,0,0.0,1,0.02631578947368421,0.8888888888888888,0.5555555555555556,36.0,9.0,1.0,3.111111111111111,1.0,0.027777777777777776,0.0,0.0,0.0,0.0,1.0,0.027777777777777776,0.8888888888888888,0.5555555555555556,1.0555555555555556,2.0,1.0,0.0,0.3333333333333333,0.5,0.55,0.43478260869565216,0.3469387755102041
a man in a purple shirt is standing in a stadium with his eyes closed.,A man is watching a sports game.,a man in a purple shirt is standing in a stadium with his eyes closed.,a man is watching a sports game.,0,70,15,1,3.7333333333333334,1,0.014285714285714285,0,0.0,0,0.0,1,0.014285714285714285,0.8,0.5333333333333333,32.0,7.0,1.0,3.7142857142857144,1.0,0.03125,0.0,0.0,0.0,0.0,1.0,0.03125,0.8571428571428571,0.42857142857142855,2.1875,38.0,2.142857142857143,8.0,0.2,0.25,0.25396825396825395,0.1375,0.08235294117647059
People sitting on a grassy terrace during a sunny day.,Some people are outdoors.,people sitting on a grassy terrace during a sunny day.,some people are outdoors.,1,54,10,1,4.5,1,0.018518518518518517,0,0.0,0,0.0,1,0.018518518518518517,0.9,0.4,25.0,4.0,1.0,5.5,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.5,2.16,29.0,2.5,6.0,0.08333333333333333,0.1111111111111111,0.14035087719298245,0.07462686567164178,0.058823529411764705
"Two classical dancers, a man and a woman, performing on stage.",Nobody is performing.,"two classical dancers, a man and a woman, performing on stage.",nobody is performing.,0,62,11,1,4.7272727272727275,3,0.04838709677419355,0,0.0,0,0.0,3,0.04838709677419355,0.9090909090909091,0.36363636363636365,21.0,3.0,1.0,6.333333333333333,1.0,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,1.0,0.3333333333333333,2.9523809523809526,41.0,3.6666666666666665,8.0,0.0,0.0,0.16666666666666666,0.1323529411764706,0.11594202898550725
The man and woman are sitting by the boats.,The man and woman are sitting close to the water.,the man and woman are sitting by the boats.,the man and woman are sitting close to the water.,0,43,9,1,3.888888888888889,1,0.023255813953488372,0,0.0,0,0.0,1,0.023255813953488372,0.8888888888888888,0.5555555555555556,49.0,10.0,1.0,4.0,1.0,0.02040816326530612,0.0,0.0,0.0,0.0,1.0,0.02040816326530612,0.9,0.5,0.8775510204081632,6.0,0.9,1.0,0.5454545454545454,0.6666666666666666,0.5813953488372093,0.5,0.48148148148148145
The cyclist makes another push to try and keep his position after slowly down to round a corner.,A cyclist in the Tour de France is between several other cyclists.,the cyclist makes another push to try and keep his position after slowly down to round a corner.,a cyclist in the tour de france is between several other cyclists.,0,96,18,1,4.388888888888889,1,0.010416666666666666,0,0.0,0,0.0,1,0.010416666666666666,0.9444444444444444,0.4444444444444444,66.0,12.0,1.0,4.583333333333333,1.0,0.015151515151515152,0.0,0.0,0.0,0.0,1.0,0.015151515151515152,1.0,0.5,1.4545454545454546,30.0,1.5,6.0,0.11538461538461539,0.17647058823529413,0.25263157894736843,0.12403100775193798,0.07142857142857142
People buying ice cream from an antique truck.,People are buying ice cream.,people buying ice cream from an antique truck.,people are buying ice cream.,1,46,8,1,4.875,1,0.021739130434782608,0,0.0,0,0.0,1,0.021739130434782608,1.0,0.25,28.0,5.0,1.0,4.8,1.0,0.03571428571428571,0.0,0.0,0.0,0.0,1.0,0.03571428571428571,1.0,0.2,1.6428571428571428,18.0,1.6,3.0,0.3,0.375,0.5238095238095238,0.4375,0.3877551020408163
Three people stand next to the water near a bridge.,Three people stand and watch the water near a bridge,three people stand next to the water near a bridge.,three people stand and watch the water near a bridge,1,51,10,1,4.2,1,0.0196078431372549,0,0.0,0,0.0,1,0.0196078431372549,1.0,0.3,52.0,10.0,1.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.9807692307692307,1.0,1.0,0.0,0.5384615384615384,0.7,0.8043478260869565,0.7090909090909091,0.6379310344827587
